	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
	5152																																																																																																																														
	5824																																																																																																																														
	6144																																																																																																																														
	6288																																																																																																																														
	6336																																																																																																																														
	6592																																																																																																																														
	6624																																																																																																																														
	6816																																																																																																																														
	7568																																																																																																																														
	7820																																																																																																																														
	8080																																																																																																																														
	8128																																																																																																																														
	8168																																																																																																																														
	8860																																																																																																																														
	8896																																																																																																																														
	8960																																																																																																																														
	9760																																																																																																																														
	10240																																																																																																																														
	12288																																																																																																																														
	12544																																																																																																																														
																																																																																																																															
	70																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1136																																																																																																																														
	1224																																																																																																																														
	1584																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2240																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2656																																																																																																																														
	2912																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3872																																																																																																																														
	4088																																																																																																																														
	4256																																																																																																																														
	4416																																																																																																																														
	4608																																																																																																																														
	4656																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
	5152																																																																																																																														
	5824																																																																																																																														
	6144																																																																																																																														
	6288																																																																																																																														
	6336																																																																																																																														
	6592																																																																																																																														
	6624																																																																																																																														
	6816																																																																																																																														
	7568																																																																																																																														
	7820																																																																																																																														
	8080																																																																																																																														
	8128																																																																																																																														
	8168																																																																																																																														
	8860																																																																																																																														
	8896																																																																																																																														
	8960																																																																																																																														
	9760																																																																																																																														
	10240																																																																																																																														
	12288																																																																																																																														
																																																																																																																															
	71																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1136																																																																																																																														
	1224																																																																																																																														
	1584																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2240																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2656																																																																																																																														
	2912																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3872																																																																																																																														
	4088																																																																																																																														
	4256																																																																																																																														
	4416																																																																																																																														
	4608																																																																																																																														
	4656																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
	5152																																																																																																																														
	5824																																																																																																																														
	6144																																																																																																																														
	6288																																																																																																																														
	6336																																																																																																																														
	6592																																																																																																																														
	6624																																																																																																																														
	6816																																																																																																																														
	7568																																																																																																																														
	7820																																																																																																																														
	8080																																																																																																																														
	8128																																																																																																																														
	8168																																																																																																																														
	8860																																																																																																																														
	8896																																																																																																																														
	8960																																																																																																																														
	9760																																																																																																																														
	10240																																																																																																																														
	12288																																																																																																																														
																																																																																																																															
	72																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1136																																																																																																																														
	1224																																																																																																																														
	1584																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2240																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2656																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3872																																																																																																																														
	4088																																																																																																																														
	4256																																																																																																																														
	4416																																																																																																																														
	4608																																																																																																																														
	4656																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
	5152																																																																																																																														
	5824																																																																																																																														
	6144																																																																																																																														
	6288																																																																																																																														
	6336																																																																																																																														
	6592																																																																																																																														
	6624																																																																																																																														
	6816																																																																																																																														
	7568																																																																																																																														
	7820																																																																																																																														
	8080																																																																																																																														
	8128																																																																																																																														
	8168																																																																																																																														
	8860																																																																																																																														
	8896																																																																																																																														
	8960																																																																																																																														
	9760																																																																																																																														
	10240																																																																																																																														
																																																																																																																															
	73																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1136																																																																																																																														
	1224																																																																																																																														
	1584																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2240																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
	2400																																																																																																																														
	2528																																																																																																																														
	2656																																																																																																																														
	2912																																																																																																																														
	3072																																																																																																																														
	3184																																																																																																																														
	3256																																																																																																																														
	3584																																																																																																																														
	3600																																																																																																																														
	3872																																																																																																																														
	4088																																																																																																																														
	4256																																																																																																																														
	4416																																																																																																																														
	4608																																																																																																																														
	4656																																																																																																																														
	4672																																																																																																																														
	4796																																																																																																																														
	4928																																																																																																																														
	5152																																																																																																																														
	5504																																																																																																																														
	5824																																																																																																																														
	6144																																																																																																																														
	6288																																																																																																																														
	6336																																																																																																																														
	6592																																																																																																																														
	6624																																																																																																																														
	6816																																																																																																																														
	7568																																																																																																																														
	7820																																																																																																																														
	8080																																																																																																																														
	8128																																																																																																																														
	8168																																																																																																																														
	8860																																																																																																																														
	8896																																																																																																																														
	8960																																																																																																																														
	9760																																																																																																																														
																																																																																																																															
	74																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	0																																																																																																																														
	944																																																																																																																														
	1136																																																																																																																														
	1224																																																																																																																														
	1584																																																																																																																														
	1600																																																																																																																														
	1840																																																																																																																														
	1864																																																																																																																														
	1904																																																																																																																														
	2064																																																																																																																														
	2240																																																																																																																														
	2272																																																																																																																														
	2400																																																																																																																														
